câu đối	distich	0	0	0
cầu nổi	pontoon	0	0	0
cây thúy cúc	aster	0	0	0
chai rượu lớn chừng hai lít	magnum	0	0	0
chàm	eczematous	0	0	0
châm ngôn	gnomic	0	0	0
chậm rải	andante	0	0	0
chăm sóc chân	pedicure	0	0	0
chẩn bịnh	auscultate	0	0	0
chẩn mạch	palpate	0	0	0
chấn tâm	epicenter	0	0	0
chánh thức	putative	0	0	0
chánh trị thần quyền	theocracy	0	0	0
chất bạc	argent	0	0	0
chất cặn	residue	0	0	0
chất đản bạch	peptone	0	0	0
chất gây dị ứng	allergen	0	0	0
chất hóa học	phosphor	0	0	0
chất hóa học	vitriol	0	0	0
chất khai quang	defoliant	0	0	0
chất làm mềm	emollient	0	0	0
chất nôn	vomitus	0	0	0
chất pha loảng	diluent	0	0	0
chất sừng	keratin	0	0	0
chất tẩy rửa	detergent	0	0	0
chất xúc tác	catalyst	0	0	0
Châu Âu	Europe	0	0	0
chậu rửa mặt	lavatory	0	0	0
cháy	ardent	0	0	0
chảy ra	exude	0	0	0
che	cover	0	0	0
chê	reprobate	0	0	0
chê bai	decry	0	0	0
chế độ chỉ có một chồng thôi	monandry	0	0	0
chế độ nội hôn	endogamy	0	0	0
chế nhạo	epigrammatic	0	0	0
chỉ bịnh sốt rét năm ngày một cơn	quintan	0	0	0
chí điểm	solstice	0	0	0
chỉ người bốn mươi hay ngoài bốn mươi tuổi	quadragenarian	0	0	0
chỉ rỏ	denotation	0	0	0
chỉ số gấp rưởi số khác	sesquialteral	0	0	0
chỉ số năm	quinary	0	0	0
chi tiểu hồi hương	Foeniculum	0	0	0
chỉ trích	censure	0	0	0
chia bốn được	quaternary	0	0	0
chiếu cố	condescend	0	0	0
chim rẽ nước	phalarope	0	0	0
chim tước	passerine	0	0	0
chim ưng	falcon	0	0	0
chỉnh hình	orthopedic	0	0	0
chinh phục	subjugate	0	0	0
chỉnh răng	orthodontics	0	0	0
chịu khổ hạnh	crucify	0	0	0
chịu phần	redound	0	0	0
chịu trách nhiệm	amenable	0	0	0
chổ chia hai	bifurcation	0	0	0
cho con bú	lactation	0	0	0
cho đã thèm	sate	0	0	0
chổ lộn xộn	pandemonium	0	0	0
chổ mòn vì cọ xát	detrition	0	0	0
chổ ngắt hơi	caesura	0	0	0
chổ phỏng	scald	0	0	0
chổ rách	laceration	0	0	0
chổ rất cao	apogee	0	0	0
chổ trốn	coverture	0	0	0
chọc ối	amniocentesis	0	0	0
chọn món ăn	gastronomic	0	0	0
chống chỉ định	contraindicate	0	0	0
chống loạn nhịp	antiarrhythmic	0	0	0
chốt để chận	detent	0	0	0
chữ dùng để chỉ phải nối liền	legato	0	0	0
chữ hoa	majuscule	0	0	0
chữ kết lại thành một âm	digraph	0	0	0
chủ nghỉa phát xít	fascism	0	0	0
chúa Ophiophagus	Ophiophagus	0	0	0
chức chấp chánh tam đầu chế	triumvirate	0	0	0
chức ngồi không ăn lương	sinecure	0	0	0
chức tổng giám mục	archdiocese	0	0	0
chức vụ	regency	0	0	0
chứng bịnh kiết lỵ	dysentery	0	0	0
chưng cất	distillation	0	0	0
chứng dể xuất huyết	hemophilia	0	0	0
chứng điên hay đốt nhà	pyromania	0	0	0
chứng động kinh	convulsion	0	0	0
chứng hay quên	amnesia	0	0	0
chứng khó tiêu	dyspepsia	0	0	0
chứng màng nhĩ	tympanum	0	0	0
chứng ngạnh kết	sclerosis	0	0	0
chứng ngủ rũ	narcolepsy	0	0	0
chứng phong thấp	rheumatism	0	0	0
chung quanh lá cuống	pinnate	0	0	0
chủng sinh	seminarian	0	0	0
chứng sưng thận	nephritis	0	0	0
chứng tỏ	evince	0	0	0
chứng từ	voucher	0	0	0
chủng viện	seminary	0	0	0
chứng xưng mắt	ophthalmia	0	0	0
chuộc tội	expiate	0	0	0
chưởi	inveigh	0	0	0
chưởi rủa	vituperate	0	0	0
chưởi rủa	revile	0	0	0
chướng	distension	0	0	0
Chụp cắt lớp	tomography	0	0	0
chuyện hoang đường	fable	0	0	0
chuyển thành con nhộng	pupate	0	0	0
chuyên trị bệnh tật của người già	geriatrics	0	0	0
cớ	plea	0	0	0
cổ áo	collar	0	0	0
có bốn chân	quadruped	0	0	0
cơ bucinator	bucinator muscle	0	0	0
có bùn	turbid	0	0	0
cơ cạnh không đều	scalene muscles	0	0	0
cổ chân	tarsal	0	0	0
có cơn	remittent	0	0	0
có đầu dài	dolichocephalic	0	0	0
có điềm xấu	portentous	0	0	0
có điều nhiệt	thermostatic	0	0	0
có độc	nocuous	0	0	0
cô độc	solitary	0	0	0
cô đơn	desolate	0	0	0
co đồng tử	miosis	0	0	0
cơ gấp	flexor	0	0	0
có hại	noxious	0	0	0
có hai đầu nhọn	bicuspid	0	0	0
có hàm chất than	Carboniferous	0	0	0
có hạn	finite	0	0	0
có hiệu lực	effective	0	0	0
có hiệu lực	effectual	0	0	0
có hiệu lực	valid	0	0	0
có hình bình hành	rhomboid	0	0	0
có hình củ hành	bulbous	0	0	0
có hình giống mỏ chim	rostral	0	0	0
có hình khối	cuboid	0	0	0
có hình nón	conic	0	0	0
có hình tam giác	deltoid	0	0	0
cơ hoành	diaphragm	0	0	0
cơ học	mechanics	0	0	0
có hột giống	seminiferous	0	0	0
có khả năng	capable	0	0	0
co lại	astringent	0	0	0
có lổi	peccant	0	0	0
có lông cứng	setose	0	0	0
có lửa	igneous	0	0	0
có mào	cristate	0	0	0
có mồ hôi	sudoriferous	0	0	0
có móng	ungulate	0	0	0
có mùi thơm	odoriferous	0	0	0
có mùi vị hôi	rancid	0	0	0
có nhiều	exuberate	0	0	0
có nhiều	abound	0	0	0
có nhiều mưa	pluvial	0	0	0
có nhiều nhánh	ramose	0	0	0
có nhiều thứ tiếng	polyglot	0	0	0
có những lổ nhỏ	cribble	0	0	0
có nước	aqueous	0	0	0
cơ piriformis	piriformis muscle	0	0	0
cơ quan lập pháp	legislature	0	0	0
cơ quan sinh dục	genital	0	0	0
cơ rôm	chrome	0	0	0
cơ rôm	chromium	0	0	0
cổ sinh thái học	paleoecology	0	0	0
cổ sinh vật học	paleontology	0	0	0
cơ sở hạ tầng	infrastructure	0	0	0
cơ số là chín	nonary	0	0	0
có tài hùng biện	eloquent	0	0	0
cơ tam đầu	triceps	0	0	0
có tầm nhìn xa	visionary	0	0	0
có thai	gestation	0	0	0
có thể bỏ xót	omissible	0	0	0
có thể chấp nhận	permissible	0	0	0
có thể cử động dể dàng	motile	0	0	0
có thể gảy	frangible	0	0	0
có thể hình thoi	rhombic	0	0	0
có thể hủy bỏ	revocable	0	0	0
có thế lực	ascendency	0	0	0
có thể nghe được	audible	0	0	0
có thể nhìn thấy	visible	0	0	0
có thể tha thứ	remissible	0	0	0
có thể uống	potable	0	0	0
có tiếp nhận	obtainment	0	0	0
cơ tim	myocardium	0	0	0
có tính chất mỡ	sebaceous	0	0	0
có tội	culpable	0	0	0
cổ từ	paleomagnetism	0	0	0
cổ tự	epigraphic	0	0	0
cổ tử cung	cervix	0	0	0
cổ tử cung	cervical	0	0	0
có ưu thế	dominant	0	0	0
cố vấn	advisor	0	0	0
có vấn đề	problematic	0	0	0
có vẻ long trọng	grandiosity	0	0	0
có vẻ như nhà mô phạm	pedantic	0	0	0
cơ vòng khoang	sphincter	0	0	0
cọ xát	abrade	0	0	0
có xu hướng	tend	0	0	0
cổ xưa	antiquity	0	0	0
có ý định	intend	0	0	0
có ý nghĩa	significant	0	0	0
có ý thức	conscious	0	0	0
cởi quần áo	divest	0	0	0
con bạch tuột	Argonaut	0	0	0
con buôn	mercantile	0	0	0
con cháu	progeny	0	0	0
con cháu	posterity	0	0	0
còn nguyên	intact	0	0	0
con nhộng	chrysalis	0	0	0
con nhộng	pupa	0	0	0
con rắn	serpent	0	0	0
con rết	centipede	0	0	0
con rối	puppet	0	0	0
con sâu con	larva	0	0	0
còn sót lại	extant	0	0	0
con tê giác	rhinoceros	0	0	0
con trỏ	cursor	0	0	0
côn trùng	entomology	0	0	0
công bằng	equal	0	0	0
công bằng	equity	0	0	0
công bình	impartial	0	0	0
công bố	proclamation	0	0	0
công bố	publication	0	0	0
công chức	servant	0	0	0
công chứng viên	notary	0	0	0
công dân	civic	0	0	0
cống hiến	devote	0	0	0
cộng hưởng	resonance	0	0	0
cộng hưởng	resonant	0	0	0
cộng hưởng	resonate	0	0	0
cồng kềnh	voluminous	0	0	0
công khai	overt	0	0	0
công kích	impugn	0	0	0
Công nghệ	technology	0	0	0
công nhận	concede	0	0	0
công nhận	accreditation	0	0	0
cống nước	aqueduct	0	0	0
còng tay	manacle	0	0	0
cổng thông tin	portal	0	0	0
công thức	formula	0	0	0
cống vật	tribute	0	0	0
cột	pillar	0	0	0
cột chống hai bên sườn tàu	stanchion	0	0	0
cốt lõi	core	0	0	0
cột sống	spinal	0	0	0
cốt yếu	crucial	0	0	0
cốt yếu	fundamentalism	0	0	0
cũ	antiquated	0	0	0
cứ bốn năm một lần	quadrennial	0	0	0
cú đấm	punch	0	0	0
cư dân	resident	0	0	0
củ hành	onion	0	0	0
cứ năm năm một lần	quinquennial	0	0	0
cú pháp	syntax	0	0	0
cứ sáu cái một	senary	0	0	0
cự thạch bi	megalith	0	0	0
cư trú	domicile	0	0	0
cư trú tại	reside	0	0	0
của bố thí	alms	0	0	0
của giống	varietal	0	0	0
cửa hàng	boutique	0	0	0
cửa hàng rượu vang	bodega	0	0	0
cửa hầu	glottis	0	0	0
của làm phước	largesse	0	0	0
cực	extreme	0	0	0
cực	polar	0	0	0
cung cấp	supply	0	0	0
cung cấp	provide	0	0	0
cung cấp lương thực	victual	0	0	0
cung cấp thêm	replenish	0	0	0
cùng một lúc	simultaneous	0	0	0
cung Song Ngư	Pisces	0	0	0
cùng tích	eutectoid	0	0	0
cuộc ẩu đả	fracas	0	0	0
cuộc bầu cử	election	0	0	0
cuộc đấu bò mộng	tauromachy	0	0	0
cuộc điều tra	inquest	0	0	0
cuộc động đất	seism	0	0	0
cuộc hội thoại	conversation	0	0	0
cuộc nói chuyện	interlocution	0	0	0
cuộc nổi loạn	rebellion	0	0	0
cuộc nổi loạn	insurrection	0	0	0
cuộc phiêu lưu	adventure	0	0	0
cuộc thi	competition	0	0	0
Cuộc thi	contest	0	0	0
cuộc xung đột	conflict	0	0	0
cuộc xung đột	fray	0	0	0
cuốn lại	convolute	0	0	0
cuốn tiểu thuyết	novel	0	0	0
cương cứng	erection	0	0	0
cưỡng dâm	ravish	0	0	0
cường độ	intensity	0	0	0
cuống họng	oesophagus	0	0	0
cương quyết	adamantine	0	0	0
cuống thì / rhachis	rachis/rhachis	0	0	0
cướp bóc	depredate	0	0	0
cướp bóc	predatory	0	0	0
cứt	excrement	0	0	0
cựu chiến binh	veteran	0	0	0
cứu hộ	salvage	0	0	0
Đà	momentum	0	0	0
đã củ	obsolescence	0	0	0
đa dạng	variety	0	0	0
đa dạng hóa	diversify	0	0	0
đa dạng sinh học	biodiversity	0	0	0
dạ dày	gastric	0	0	0
đa giác	polygon	0	0	0
đá granit	granite	0	0	0
đa hình	polymorphic	0	0	0
da liễu	dermatology	0	0	0
dã man	sanguinary	0	0	0
đa máy	multicamera	0	0	0
dạ múi khế	abomasum	0	0	0
đa năng	versatile	0	0	0
da ngoài	epidermis	0	0	0
đa ngôn ngữ	multilingual	0	0	0
đa nguyên	pluralist	0	0	0
đa nguyên tử	polyatomic	0	0	0
đa phương tiện	multimedia	0	0	0
dạ quang	noctilucent	0	0	0
đa số	majority	0	0	0
đa thần	polytheistic	0	0	0
đa thê	polygamist	0	0	0
đa thức	polynomial	0	0	0
đặc hữu	endemic	0	0	0
đặc lại	coagulate	0	0	0
đặc quyền	privilege	0	0	0
đặc quyền	prerogative	0	0	0
đặc tính	feature	0	0	0
đặc tính	attribute	0	0	0
đại biểu	delegate	0	0	0
đại đa số	supermajority	0	0	0
dai dẳng	refractory	0	0	0
đại dịch	pandemic	0	0	0
dài hạn	permanent	0	0	0
đài hoa chẻ đôi	bilabial	0	0	0
đài hoa,	calyx	0	0	0
đại kết	ecumenism	0	0	0
đại lộ	avenue	0	0	0
đại lượng	magnanimity	0	0	0
đại thần	magnate	0	0	0
đại thực bào	macrophage	0	0	0
đại úy hải quân	lieutenant	0	0	0
dặm	mile	0	0	0
đàm	phlegm	0	0	0
đâm	puncture	0	0	0
đảm bảo	secure	0	0	0
đàm luận	discourse	0	0	0
đám ma	mortuary	0	0	0
đám mây mù	nebulosity	0	0	0
đàm phán	parley	0	0	0
đâm qua bằng thương	transfix	0	0	0
dân chủ	democratic	0	0	0
dẫn chứng	cite	0	0	0
dẫn chứng	evidentiality	0	0	0
dẩn chứng	adduce	0	0	0
đạn đạo	ballistic	0	0	0
đần độn	moron	0	0	0
dân du mục	nomadic	0	0	0
đàn hồi	resilient	0	0	0
đàn ông	masculine	0	0	0
đàn organ	organ	0	0	0
dân quân	militia	0	0	0
dân số	population	0	0	0
dân số học	demography	0	0	0
dân sự	civil	0	0	0
dân tộc	ethnic	0	0	0
Đấng An Ủi	paraclete	0	0	0
đẳng áp	isobaric	0	0	0
đẳng cấp	caste	0	0	0
đẳng cấu	isomorphic	0	0	0
đáng chú ý	noticeable	0	0	0
đáng chú ý	prominent	0	0	0
đáng cười	risible	0	0	0
đáng ghét	obnoxious	0	0	0
đáng ghét	odious	0	0	0
đáng ghét	abominable	0	0	0
đáng ghi nhớ	memorable	0	0	0
dâng hiến	dedicate	0	0	0
dâng hiến	consecrate	0	0	0
đàng hoàng	decorum	0	0	0
đẳng hướng	isotropic	0	0	0
đáng khen ngợi	laudable	0	0	0
đáng kính	venerable	0	0	0
đảng phái	faction	0	0	0
đăng quang	coronation	0	0	0
đáng thèm muốn	enviable	0	0	0
đánh chặn	intercept	0	0	0
đánh lừa	circumvent	0	0	0
danh mục đầu tư	portfolio	0	0	0
danh nhân	notoriety	0	0	0
danh pháp	nomenclature	0	0	0
đanh thép	trenchant	0	0	0
danh tiếng	fame	0	0	0
đạo đức giả	hypocrisy	0	0	0
đập	pulsate	0	0	0
đáp lại	retort	0	0	0
đất bồi	alluvium	0	0	0
đặt chuyện	feign	0	0	0
đặt lên gối	repose	0	0	0
đất phân	humus	0	0	0
đầu cơ	speculate	0	0	0
đậu faba	faba bean	0	0	0
đầu hàng	capitulate	0	0	0
dấu mũ	circumflex	0	0	0
dấu ngoặc	accolade	0	0	0
đau nửa đầu	migraine	0	0	0
đầu thai	reincarnate	0	0	0
đau thân kinh toạ	sciatica	0	0	0
đau thương	dolorous	0	0	0
dầu xoa bóp	liniment	0	0	0
dây chằng	ligament	0	0	0
dây chữ thập	reticle	0	0	0
dạy đạo lý	indoctrinate	0	0	0
dây gáy	nuchal cord	0	0	0
đầy hơi nước	vaporous	0	0	0
đầy hơi trong bụng	flatulence	0	0	0
dây sống	notochord	0	0	0
dậy thì	pubescent	0	0	0
dể an ủi	placable	0	0	0
dể băng huyết	haemophilia	0	0	0
dể bảo	submissive	0	0	0
dể chịu	facile	0	0	0
để chồng lên vật nầy với vật khác	superimpose	0	0	0
để điều tra	remand	0	0	0
đe dọa	menace	0	0	0
đẻ khó	dystocia	0	0	0
dể làm	tractable	0	0	0
để luyện tội	purgatory	0	0	0
đệ ngũ nguyên tố	quintessence	0	0	0
Đệ Nhị Luật	Deuteronomy	0	0	0
dễ thấy	conspicuous	0	0	0
dể thương	affable	0	0	0
dể tin	credulous	0	0	0
đề xướng	propone	0	0	0
dẻo dai	supple	0	0	0
DeVore	devoré	0	0	0
dị	heterochromatin	0	0	0
di căn	metastatic	0	0	0
đi chơi	promenade	0	0	0
dị giác	allodynia	0	0	0
Dị giáo	heresy	0	0	0
dị giáo	heretic	0	0	0
dị giáo	heretical	0	0	0
dị hóa	catabolism	0	0	0
dị hợp tử	heterozygote	0	0	0
dị hợp tử	heterozygous	0	0	0
đi lạc	err	0	0	0
đi ra	egress	0	0	0
dị tật thừa ngón	polydactyly	0	0	0
đi thăm dò	reconnoitre	0	0	0
dị thường	anomaly	0	0	0
di truyền	hereditary	0	0	0
dị ứng	atopy	0	0	0
dĩa	paten	0	0	0
địa chấn	seismic	0	0	0
địa chấn học	seismology	0	0	0
địa chấn ký	seismograph	0	0	0
địa chủ	proprietor	0	0	0
địa nhiệt	geothermic	0	0	0
địa tâm	geocentric	0	0	0
địa vị người cấp dưới	juniority	0	0	0
dịch tiết	exudate	0	0	0
dịch vụ	service	0	0	0
điềm	augury	0	0	0
điểm cận địa	perigee	0	0	0
điềm tốt	auspice	0	0	0
điểm trong quỉ đạo	perihelion	0	0	0
điểm viễn nhật	aphelion	0	0	0
điềm xấu	portent	0	0	0
điên cuồng	frenetic	0	0	0
diển đàn	tribune	0	0	0
điện đồ tin	electrocardiogram	0	0	0
diện mạo	countenance	0	0	0
điện não	encephalogram	0	0	0
điện từ	solenoid	0	0	0
diệp lục tố	chlorophyll	0	0	0
diệt chủng	genocide	0	0	0
điều báo trước	premonition	0	0	0
điệu bổng	crescendo	0	0	0
điều chỉnh lại hồ sơ	impalement	0	0	0
điều đình	placate	0	0	0
điều hư không	figment	0	0	0
điều khoản	purview	0	0	0
điều kiện	proviso	0	0	0
điều kiện cần thiết	requisite	0	0	0
điều kiện tiên quyết	prerequisite	0	0	0
điểu loại học	ornithology	0	0	0
điều sĩ nhục	opprobrium	0	0	0
điều trị	therapeutic	0	0	0
điều trị bàn chân	podiatry	0	0	0
điều vụn vặt	minutiae	0	0	0
đỉnh cao	pinnacle	0	0	0
đình chỉ	suspend	0	0	0
dinh dưỡng	trophic	0	0	0
định giới hạn	circumscribe	0	0	0
định hình	fixation	0	0	0
định lý	theorem	0	0	0
định phần thiếu	ullage	0	0	0
dinh tể tướng	chancellery	0	0	0
định trước	prepense	0	0	0
đính với nhau	parietal	0	0	0
đồ ăn	sustenance	0	0	0
độ bền kéo	tensile	0	0	0
đo chiều sâu biển	bathymetry	0	0	0
đo địa chấn	seismometer	0	0	0
đồ gia vị	condiment	0	0	0
đo lường	metrology	0	0	0
độ mặn	salinity	0	0	0
đồ nữ trang	filigree	0	0	0
do phát thệ	votive	0	0	0
do thần kinh	neuropathic	0	0	0
đô thị hy lạp xưa	acropolis	0	0	0
đổ tội	impute	0	0	0
đồ vật trong nhà	chattel	0	0	0
đồ vỏ trang	panoply	0	0	0
đoạn ca	canto	0	0	0
đoạn chót	coda	0	0	0
đoạn kết	denouement	0	0	0
đoạn Thánh Kinh	pericope	0	0	0
đoạn thơ	stanza	0	0	0
đoán trước	previse	0	0	0
đoàn tùy tùng	retinue	0	0	0
đoạn văn	allocution	0	0	0
đoạt lấy	arrogate	0	0	0
độc quyền	proprietary	0	0	0
độc quyền mua	monopsony	0	0	0
độc quyền nhóm	oligopoly	0	0	0
đôi	dyad	0	0	0
đồi bại	depravity	0	0	0
đối chiếu	antithetic	0	0	0
dồi dào	exuberance	0	0	0
dồi dào	superabundant	0	0	0
đổi đi xa	relegate	0	0	0
đồi thị	thalamus	0	0	0
đối thoại tôn vinh	dialogue doxology	0	0	0
dội tiếng	sonority	0	0	0
đờm	sputum	0	0	0
đồn	fort	0	0	0
đơn biến	bivariate	0	0	0
đơn bội	haploid	0	0	0
đơn loài	monotypic	0	0	0
đơn nguyên tử	monatomic	0	0	0
dợn sóng	undulate	0	0	0
đơn vị trọng lượng	scruple	0	0	0
đơn vòng	monocyclic	0	0	0
động	kinetic	0	0	0
đồng bộ	synchronous	0	0	0
đồng bộ hóa	synchronize	0	0	0
đồng cảm	empathy	0	0	0
đồng chí	comrade	0	0	0
động cơ	motive	0	0	0
động cơ	motor	0	0	0
Đóng cọc	pile	0	0	0
đông dân	populous	0	0	0
đóng dấu	affix	0	0	0
đồng dinar	dinar	0	0	0
đồng hóa	anabolism	0	0	0
đồng hợp tử	homozygous	0	0	0
động kinh	epilepsy	0	0	0
động mạch cánh tay	brachial artery	0	0	0
đồng phân	isomer	0	0	0
đồng thời	contemporaneous	0	0	0
đồng tiền bằng bạc	denarius	0	0	0
đồng tình luyến ái	androgynous	0	0	0
động vật ăn cá	piscivore	0	0	0
động vật biến nhiệt	poikilotherm	0	0	0
động vật chân đốt	arthropod	0	0	0
động vật miệng thứ sinh	deuterostome	0	0	0
đốt lửa cháy	incendiary	0	0	0
dư	superfluous	0	0	0
dư	remanent	0	0	0
đủ	suffice	0	0	0
dữ dội	excruciating	0	0	0
du dương	canorous	0	0	0
dự phòng	contingency	0	0	0
dự tính	envisage	0	0	0
đùa giởn	gambol	0	0	0
đưa ra	propound	0	0	0
đùi	crural	0	0	0
đùi	femoral	0	0	0
dũng cảm	valiant	0	0	0
dụng cụ chỉnh hình	orthotic	0	0	0
dựng lên	erect	0	0	0
dùng mưu kế	maneuver	0	0	0
đụng nhau	impinge	0	0	0
đuổi	extrude	0	0	0
đuổi	evict	0	0	0
dưới đất	subterranean	0	0	0
đường cát tuyến	secant	0	0	0
đường cyc lo it	cycloid	0	0	0
đường đẳng nhiệt	isotherm	0	0	0
đường hình parabol	parabola	0	0	0
đường kính	diameter	0	0	0
đường nứt	fissure	0	0	0
đường răng cưa	serration	0	0	0
đường tinh	saccharin	0	0	0
duy trì chủ nghĩa	Gnostic	0	0	0
eluvi	eluvial	0	0	0
êm tai	dulcet	0	0	0
entender	entendre	0	0	0
ép	obtrude	0	0	0
ép buộc	duress	0	0	0
Etude	étude	0	0	0
evaporit	evaporite	0	0	0
fax	facsimile	0	0	0
gan dạ	intrepid	0	0	0
gần kề	contiguous	0	0	0
gắng sức	exert	0	0	0
gắng sức	exertion	0	0	0
gánh chịu	incur	0	0	0
gấp bốn	quadruplicate	0	0	0
gấu nước	tardigrade	0	0	0
gây cảm hứng	inspire	0	0	0
gây ra	engender	0	0	0
gây sự	perturb	0	0	0
gây thiệt	inflict	0	0	0
ghi lên	inscribe	0	0	0
già	patriarch	0	0	0
giả	presumption	0	0	0
giả	prosthetic	0	0	0
giả bộ	semblance	0	0	0
giá để kinh	lectern	0	0	0
giả dối	fallacious	0	0	0
giả dối	histrionic	0	0	0
giả dối	specious	0	0	0
giả dược	placebo	0	0	0
giả lập	emulator	0	0	0
giả lập	simulator	0	0	0
giả mạo	counterfeit	0	0	0
giả mạo	ostensible	0	0	0
giả mạo	rogue	0	0	0
gia súc	aver	0	0	0
già tám mươi tuổi	octogenarian	0	0	0
gia tội	penance	0	0	0
giác cân	isosceles	0	0	0
giác kê	goniometer	0	0	0
giác mô	cornea	0	0	0
giấc ngũ mê	sopor	0	0	0
giãi bày tâm sự	effusive	0	0	0
giai cấp nhà giàu	plutocracy	0	0	0
giải ngân	disburse	0	0	0
giải nghỉa	expound	0	0	0
giải tán	dismissal	0	0	0
giải tán	disperse	0	0	0
giam	detain	0	0	0
giam	detainment	0	0	0
giãm bớt	remissive	0	0	0
giãm bớt	palliative	0	0	0
giãm giá trị	derogation	0	0	0
giám khảo	invigilate	0	0	0
giảm phân	meiosis	0	0	0
